questionName,questionLink,voteCount,answerLink,summary
为什么很久没有周杰伦、林俊杰、王力宏、孙燕姿、蔡依林、S.H.E 级别的华语歌手了？,http://www.zhihu.com/question/30782161,13702,http://www.zhihu.com/question/30782161/answer/49760679,1.大多数我出生时已经有的流行文化都是陈旧老土不值一提的。2.大多数在我10-30岁之间诞生的流行文化都是无法复制的经典。3.大多数在我30岁之后诞生的流行文化都是愚蠢肤浅，幼稚可笑的。——引自科幻作家 @宝树 的“流行文化三定律”造句。可以完美回答这个… 
玩音乐的朋友有什么有趣的街头演奏经历？,http://www.zhihu.com/question/31005906,12931,http://www.zhihu.com/question/31005906/answer/51063482,1，在公园打鼓，一个老爷爷过来，听了一会儿说：“小伙子打得好哇！”我说谢谢谢谢。“但是还不够哩！”我虎躯一震，莫非是踢馆的？然后他很淡定地说：“你让开，我给你来一段！”我把鼓给他，他坐下以后，只见双手一抬，迎面而来一股杀气！不好，遇到硬扎… 
如何评价《我是歌手》第三季总决赛孙楠退赛后汪涵的救场？,http://www.zhihu.com/question/29097341,9100,http://www.zhihu.com/question/29097341/answer/43201588,声明：新浪微博@我的厕所读物 于3月28日15:19分发布的长微博使用了我的回答并开通了打赏功能，该账号目前未得到我的授权，且未支付稿酬。（谢谢@XX飞鸢@玻璃心去死@北都 告知）此外欢迎私信我【抄袭/未署名】本回答的微信公众号推送链接。另如有答案被侵权… 
为儿子以后泡妞着想，应该让他学吉他还是学钢琴？,http://www.zhihu.com/question/23436237,9072,http://www.zhihu.com/question/23436237/answer/24668637,我会指弹，也会弹唱，可以为任何一首歌编配和弦。我会速弹，也会点弦，会玩摇把，也会玩金属切分，可以在任意一首歌里即兴弹奏Solo。我会钢琴，在钢琴上还写了不少曲子，也会提琴，最近正在尝试电子+古典的编曲。我会口琴，也会古筝，会弹贝司，也会打鼓，… 
如何评价约瑟翰·庞麦郎？,http://www.zhihu.com/question/24359918,8618,http://www.zhihu.com/question/24359918/answer/37203651,谢邀。我写关于庞麦郎（庞明涛）的报道刚刚发在《人物》杂志2015年1月号了，采访是去年11月底做的…………可以关注人物微信（renwumag1980) 是的。的确有公司炒作，是北京华数，一家不算一线的唱片公司，采访时，对方暂不愿透露具体数额，但表述是“这么跟… 
有哪些歌曲表面三观极正，骨子里三观极歪？,http://www.zhihu.com/question/33577087,8275,http://www.zhihu.com/question/33577087/answer/57438164,真心的，我第一反应不是什么红歌情歌和儿歌，而是 刘欢的《从头再来》。注：不敢在知乎说哔哔哔，所以请刘欢老师见谅，我想聪明的人应该看得出我针对的不是欢哥。抛开背景，这首作品的词曲唱真的很有质量，可以看出当时在创作这首歌的时候，团队都付出了很… 
如何评价 TFBOYS？,http://www.zhihu.com/question/27926039,8112,http://www.zhihu.com/question/27926039/answer/38967271,以下为2015.02.11修改回答谢谢微博@知乎手册 博主已删除转载。微博@拉风美少年 博主：你两天前盗用该回答，并刻意删除和无视原文禁转声明。我私信你毫无回复，我举报你也被微博管理员驳回。看了你其他谩骂明星的微博区区个位数的转发，我猜想你舍不得删除这… 
长期用耳塞听歌会导致听力下降吗？,http://www.zhihu.com/question/22292248,7661,http://www.zhihu.com/question/22292248/answer/45486491,这个问题我也看过网上很多文章，甚至是职业医生写的，但几乎都有这样那样的错误。借这个问题我来好好梳理一下前因后果。同时推荐楼下 @团子 的回答，与本答案观点基本相符，但更加理性客观，含大量数据分析，可供专业人士参考！首先放答案：听耳机（含各种… 
如何评价中国好声音第四季第一集？,http://www.zhihu.com/question/32302656,7524,http://www.zhihu.com/question/32302656/answer/55625696,就说一个我非常感动的小细节。在和那个泰国女孩合唱千里之外的时候，乐队一开始给的调比较接近原调，是适合周杰伦的男声唱的，要是女声来唱就很有困难。所以泰国女生高了八度起调，而这样的调明显对于女生有些高。等要唱到“是我在感慨”那一句高音的时候我… 
如何理解《南山南》中「南山南，北秋悲，南山有谷堆。南风喃，北海北，北海有墓碑」？,http://www.zhihu.com/question/34541480,7210,http://www.zhihu.com/question/34541480/answer/59234342,前面的答案我都看了，可以说大家都不知道里面隐藏的故事，而且我怀疑许多答主根本就没听过这首歌。《南山南》这首歌非常好听，大家可以去听一下。故事的背景我和麻油谈过。这个故事，本来就是一个异地恋的悲惨往事。故事的女主在南方，具体来说，是深圳。男… 
你唱歌把人唱哭的经历是怎样的？听到哪首歌忍不住泪流满面？,http://www.zhihu.com/question/22577318,6627,http://www.zhihu.com/question/22577318/answer/28444727,有。我妈。我特别喜欢一个乐队，叫做Mother Mother。这是加拿大的一个indie rock乐队，做出的东西和风格没有任何乐队可以用来比较。每一个母亲节，他们的粉丝都会给他们写信，大多是描述他们的音乐如何帮助自己战胜了迷茫，病魔，伤痛，自残，甚至自杀。我… 
如何评价汪峰工作室发文《如果没有汪峰，大陆乐坛尽失半壁江山》？,http://www.zhihu.com/question/31109274,6624,,如果没有一夆，汪峰将拥有整
弹钢琴的时候脑子里想些什么？,http://www.zhihu.com/question/25504060,6533,http://www.zhihu.com/question/25504060/answer/52221187,就喜欢把更新的图放前面，任性。这张图看得我真的哭，哭出声好吗。正文开始：贝多芬：前方sf预警！前方ff预警！前方fff预警！表情包预警！我砸！！【画外音：贝多芬，喜欢用强的男人。】莫扎特：节奏我hold住！情感丰沛的同时要注意平静，对对就像这样抚摸… 
有哪些令人听到就心情大好的歌？,http://www.zhihu.com/question/21778055,6380,http://www.zhihu.com/question/21778055/answer/22384646,听音乐是要讲心情和所处环境的。心情好的时候，听什么歌，都是悦耳的。心情差的时候，越快乐的音乐，都越让人感到刺耳，都会越让人感到心情差。我们不能定义一首歌，它就是快乐的。这是要结合特定的场合与心境的。音乐是心情的催化剂。其实心情不好的时候，… 
如何评价电影《西游记之大圣归来》？,http://www.zhihu.com/question/28066166,35372,http://www.zhihu.com/question/28066166/answer/53349936,事情是这样的。小的时候，我家伙食不错，邻居家伙食也挺好，我呢，自己家吃两天，邻居家吃两天，开心得不得了；然而我家伙食越来越差，没办法我只好每天都去邻居家蹭饭，这一蹭就是快20年。是的，邻居家的饭一直都是挺好吃的。但是——谁特么的不想吃自己家… 
如何评价电影《西游记之大圣归来》？,http://www.zhihu.com/question/28066166,27981,http://www.zhihu.com/question/28066166/answer/54897859,谢邀这世上，有多少这样的快意，定海神针，一万三千六百斤，搅的满天神佛不得安宁。这世上，又有多少这样的不甘，七十二变，如来佛祖，压在五行山下整整五百寻。你说这金箍棒的主人是一只猴子。可我看见的，分明是我们自己。正文1作为一个写剧本的，我想说… 
《不能说的秘密》是部好电影吗？,http://www.zhihu.com/question/21842476,27060,http://www.zhihu.com/question/21842476/answer/24177466,怒答！看了前排几个，感觉很不过瘾。大都没说到点子上。这么一部牛X的电影，能是几句话就概括的了的吗，你总得解释解释为什么牛X吧。看过的观众会说，<不能说的秘密>还不至于“牛逼”吧？ 恩，那我就试着一点点说吧。首先一点，这部电影“没有一句废话”。… 
白客有可能当影帝吗？,http://www.zhihu.com/question/26996820,24075,http://www.zhihu.com/question/26996820/answer/59281361,白客是我一手发掘出来的演员，因为他当时在配音间配音的时候，我观察到他的表情非常生动到位，于是开始让他跑龙套。即使只有一句话甚至没有台词的角色，他也演得很用心，很认真，翻来覆去看剧本，研究角色的定位和因果。最早定王大锤这个角色的时候，所有人… 
《模仿游戏》中艾伦·图灵是如何破译英格玛的？,http://www.zhihu.com/question/28397034,20282,http://www.zhihu.com/question/28397034/answer/41739506,===3月20日凌晨大结局放出！！===多图长文预警！首先声明一下，答主没有看过《模仿游戏》这部电影，不知道这部影片中有多少演绎的成分，所以只是根据史实讲述一下二战中德军的恩格玛机（Enigma machine）是如何被破解的。好，我们开始。想要理解恩格玛机是… 
如何评价《盗墓笔记》先导集？,http://www.zhihu.com/question/31242945,20250,http://www.zhihu.com/question/31242945/answer/51218475,补充吐槽：《盗墓笔记》第一集里面的“贞子”，导演一点想法都没有，雪白的衣服，垂在胸前的长发，光源都不知道哪来的，白得耀眼。可见造型团队的用心良苦，是多纠结才创作出这样一个“妖精”啊！还有灯光师，你确定这里是山洞吗？这光是哪里来的？亮得扎眼… 
有哪些适合恋人一起看的电影？,http://www.zhihu.com/question/24309989,20169,http://www.zhihu.com/question/24309989/answer/42711573,《适合分手的季节》、《分手信》、《分手男女》、《前度》、《消失的爱人》、《分手说爱你》、《失恋33天》、《分手大师》、《他其实没那么喜欢你》、《分手又如何》、《一切从失恋开始》、《前任》、《分手合约》、《失恋排行榜》、《前任女友》、《分手专… 
烂片究竟能烂到什么程度？,http://www.zhihu.com/question/34580301,19866,http://www.zhihu.com/question/34580301/answer/60469577,电影电视动画都算上的话，国产烂片史上存在着这么一座让人既无法忽视却又不忍直视的丰碑，那就是创作于2010年，耗资2100万，折合每秒成本超千元的30集屎诗级爱国主义教育3D奇幻卡通巨作《雷锋的故事》。该片的制作阵容可谓是空前豪华：出品人庞宝春，动漫主… 
如何评价雾霾调查《穹顶之下》？,http://www.zhihu.com/question/28422616,19848,http://www.zhihu.com/question/28422616/answer/40821180,干了这份工作，出来说几句。说跟那些励志从事环保工作的少年和不了解我们这块工作的朋友们，我很不负责任的告诉你们，下面我说的都是我瞎编的，大家看着玩，不许分享。（我所述说的所有答案及评论，未经我的许可，请勿以任何形式转发、分享，请大家留给我们… 
为什么有些人以没看过《小时代》为荣，却在看了《大圣归来》之后开始议论中国动画？,http://www.zhihu.com/question/32180588,19770,http://www.zhihu.com/question/32180588/answer/54997791,并不是说小时代怎样，而是以小时代为代表的这类打着青春幌子，用粗制滥造的故事和矫情苍白的情怀，用MV导演的手工，最后加上铺天盖地的营销和场面上场面下各种各样的手段把一盘本来只值得1000万票房的作品炒作到好几个亿。这样并不只是赚走了一部分人的钱，… 
如何评价电影《哆啦 A 梦：伴我同行》？,http://www.zhihu.com/question/27296146,19703,http://www.zhihu.com/question/27296146/answer/49497917,1991年的时候我7岁，上小学一年级，有一天下学的时候老妈来学校里接我，那天，以往一向严厉的班主任对我做了表扬，老妈很高兴，牵着她的手路过校门口一个书摊的时候，老妈说：挑本喜欢的课外书吧。我指着机器猫说：我要这个。我已经心心念念许多天了，因为… 
《He's Just Not That Into You》的电影确实说的是男生所想吗？,http://www.zhihu.com/question/22787172,19459,http://www.zhihu.com/question/22787172/answer/42682148,作为一个经常被这句话砸脸的男人，我实在是受够了这部电影了。He is Just Not That Into You是个框，什么都能往里装。人非常的贪婪，有的人贪婪钱财，而你们就是贪婪感情。要知道，世界上有相当一部分男人，不是不into你，而是爱情在他们的生命里占的比例并… 
如果知乎放到武侠世界会被问什么问题？,http://www.zhihu.com/question/30640094,18370,http://www.zhihu.com/question/30640094/answer/48873332,同时爱上两个女人，该怎么办？先简单介绍一下情况。我是一家上市公司的CEO，自认为长相可以打85分，个人素质比较高，在医学领域也有一定的建树，公司现在在中国也算是相当有名的大企业，为了防止身份被你们猜出来就不透露名字了。现在的问题是，有两个女孩… 
为什么中国人这么喜欢拍古装片？,http://www.zhihu.com/question/19608044,17200,,科幻片面临的最大问题是，在未来时空还要不要党
为什么周星驰电影里的配角都那么经典？,http://www.zhihu.com/question/29649162,16893,http://www.zhihu.com/question/29649162/answer/45124704,一条底裤，一张厕纸都有它的重要性。这个问题问得好。1，周星驰赋予了他们什么样的生命力？2，他们为何成为短暂的荧幕经典？3，他们为何消失了？一只蟑螂出现在周星驰的电影里，从此全中国的蟑螂从此有了自己的名号，叫小强。黄圣依出现在功夫里不到5分钟，… 
有哪些电影一定要趁年轻看？,http://www.zhihu.com/question/25699277,16495,http://www.zhihu.com/question/25699277/answer/53814519,转载请私信作者，谢谢。未觉池塘春草梦，阶前梧叶已秋声。如果我还年轻，如果五六年前就能看到这个问题，那么，生活总会有点不一样。30岁以后，你就会明白，无奈，其实是人生的唯一状态。关于成长很多电影中，成长总与残酷形影不离。《阳光姐妹淘》这部电影… 
假设让诺兰去拍《速度与激情 8》会怎样？,http://www.zhihu.com/question/29980282,16034,http://www.zhihu.com/question/29980282/answer/46348281,我上午脑洞了一下，所有哏都来自诺兰的电影，故事大概是这样的：与多米尼克分道扬镳后不久，布莱恩在车祸中意外身亡。尽管担心妹妹承受不了这样惨痛的事实，多米尼克还是不得不将噩耗转告给米娅。可当他推开房门时，却发现米娅倒在一片血泊之中，尸体一旁是… 
哪些纪录片可以称为「神作」？,http://www.zhihu.com/question/22613022,16013,http://www.zhihu.com/question/22613022/answer/22041408,纪录片迷看到这个问题很高兴 按自己喜好做个排名。排名第一：《浮生一日》Life in a day两位奥斯卡金像级大导演－雷德利·斯科特(Ridley Scott)和凯文·麦克唐纳(Kevin Macdonald)－联同全球最大影片分享网站YouTube破天荒合作，并得全球网民支持提供素材，… 
在过早年龄对书籍和电影的审美异于周围人，究竟是有害还是有益？,http://www.zhihu.com/question/31184144,15929,http://www.zhihu.com/question/31184144/answer/53197462,题主，已经有1700多个答案了，我不知道这个答案还能不能被你看到，希望能对你有一些帮助。1700多个答案里，多数尤其是高票回答都说你并没有天赋或者是强行装逼，他们有些是逞一时口快，有些是真的觉得你很low。但是我想跟你讲一个和他们嘲讽你有关的道理，… 
有哪些好看的负能量电影？,http://www.zhihu.com/question/30994199,15725,http://www.zhihu.com/question/30994199/answer/51731600,妈呀，5k了，答主受到了惊吓…谢谢谢谢谢谢 谢谢各位的认可。----------------------------------------------------------------------------妈呀，11K了，各位 真的太给力了。。。很多知友告诉我，答案被侵权了，由于本人不用微博又比较嫌麻烦所以没有一… 
如果病人欠费逃跑，医生该怎么办？,http://www.zhihu.com/question/24024659,31415,http://www.zhihu.com/question/24024659/answer/49856271,我也是欠款，欠和睦家医院好几万，但是我不打算还。我是通过搜索和睦家医院找到的这个帖子。想把我隐藏两年多的故事讲出来。到现在提起心理还隐隐作痛。希望有人可以指点，这种医疗事故和纠纷，我应该如何处理。2013年的时候，我在北京，买了高端医疗保险，… 
如何看待「山东招远麦当劳女子被殴致死」事件？,http://www.zhihu.com/question/23957361,23807,http://www.zhihu.com/question/23957361/answer/26262516,十六岁那年，高二，去外地的长途车上，我坐倒数第二排靠窗的座位。车开的途中，上来五个男青年，二十多岁，全部在最后一排坐下，其中两个手里拎着很粗的钢管。他们上来过了没有多久，我发现腿边突然多了一只手臂，还在不停地动，吓我一大跳，随后，我发现是… 
如何与父母断绝亲子关系？,http://www.zhihu.com/question/22561592,23798,http://www.zhihu.com/question/22561592/answer/23108777,题主你好。今年我五十一岁，算起来年纪应该与你双亲差不远。以我过来人的经历，我想谈谈我的心路历程与看法。放心，不是说教，也不是站在父母的高度谈孝道，恰相反，我想支持你的是：走吧，越远越好。先讲讲我的经历。我来自一个小农村里，小时候父亲待我们… 
为什么艳照门的主角要道歉？,http://www.zhihu.com/question/25110870,22404,http://www.zhihu.com/question/25110870/answer/37676203,声明：所有留邮箱、求链接的评论我全部会删除。除了少数特例，我几乎从不删评论，您可以有反对的意见，但请不要扯些无关的东西。——————————————————————————————明星为艳照道歉，说白了就是没有真正经历女权启蒙的地区特别保… 
为什么 2015 年初，上海有卫计委官员呼吁大家生二胎？,http://www.zhihu.com/question/27991444,21020,http://www.zhihu.com/question/27991444/answer/40656161,很多人没有意识到，出生率一旦降低就不可能回来了。 去看现在任何一个现代国家，无论是发达国家还是发展中国家（只要没有经历战争或者极特殊原因），出生率一旦降低，无论给于什么鼓励生育的政策，都几乎没有效果。从来没有一个政策方向，不论意识形态、无… 
人贩子为什么不能一律判死刑？,http://www.zhihu.com/question/24497541,19798,http://www.zhihu.com/question/24497541/answer/51764293,该判死刑的不是人贩子，而是“民意”如果我说，有一个仅仅注册了一天的微信公众号，凭借一张图片，便引爆了几乎不分地域学历性别年龄收入的国人朋友圈。你信吗？不信？喏，是这张图——目前来看，这张图的始作俑者（或关键传播路径之首），是微信公众号“新… 
女性遭遇强奸时如何有效地保留证据？,http://www.zhihu.com/question/29194797,19297,http://www.zhihu.com/question/29194797/answer/43643852,我也是受害者，但不匿，倒希望事闹到媒体或引起关注，能改变中国目前对性侵案的处理情况，在我受害之前有接触到不少性侵受害者，一是这就有过想法，做一个NGO，提供性侵案受害者法律和心理帮助，因为当时的我同情但鄙夷那些受害不报警的人，现在完全能理解… 
如何看待陕师大禁止戴头巾事件？,http://www.zhihu.com/question/30233795,17376,http://www.zhihu.com/question/30233795/answer/47383689,陕西师范大学辅导员李晨子实名回答。虽然这么后了，希望看到的人把我的答案顶上去，尽量从一名学校思想政治教育工作者的角度解释这件事情。首先，这则微博中对这一系列事情进行了刻意的扭曲。我只从一个角度说明，作为学校辅导员，学生处多次开会对我们说明… 
如何看待「最美乡村教师候选郜艳敏：被拐女成为山村女教师」相关新闻？,http://www.zhihu.com/question/33554687,16348,http://www.zhihu.com/question/33554687/answer/56833652,1，村里买了很多媳妇。体现了这个国家贩卖人口之猖獗。2，村里的农民目不识丁，孩子失学，初中文化是最高文凭。体现了这个国家贫困地区的教育之缺失。3，每月工资200元，大山里请不起老师。体现了这个国家贫富差距之悬殊。4，村里大半都是买来的媳妇，受害… 
如何看待「最美乡村教师候选郜艳敏：被拐女成为山村女教师」相关新闻？,http://www.zhihu.com/question/33554687,15321,http://www.zhihu.com/question/33554687/answer/56818808,刚才在微博上看到的时候几乎惊讶得不知道说什么好。我能够理解受害人父母的麻木，我也能够体会受害人的无奈，甚至我能试着原谅受害人丈夫的暴虐。但是，官媒呢？当地政府呢？是不是只要把脓疮装点上胭脂就艳如桃李了，一切罪恶都可以掩盖？我以前就说过，最… 
怎样看待「少年骑车剐蹭劳斯莱斯」这类事情？,http://www.zhihu.com/question/26079197,15128,http://www.zhihu.com/question/26079197/answer/32057331,作为某劳斯莱斯车主的儿子（此处绝无炫耀之意），我表示对网易上某些专注于仇富以及道德绑架的人很无奈。我来说个案例，是真实发生在我们家这台车上的，车价约为新闻报道的2倍。有一天我父亲去应酬，车子由司机停在车停场。然后应酬到一半，司机突然跑过来… 
坐牢是怎样一种体验？,http://www.zhihu.com/question/31518033,14119,http://www.zhihu.com/question/31518033/answer/52358763,想了想，还是来答一下吧。算下来，我被放出来也有十年了。时间过得可真快。可能会写得比较乱，想到哪儿写到哪儿吧。你们对里面的世界很好奇吧？其实里面的世界，和学校，社会，本质是一样的。我比较奇葩，是从学校直接被扔进监狱的。当然，谁都有年少冲动的… 
历史上有哪些很厉害的骗局？,http://www.zhihu.com/question/29762631,14003,http://www.zhihu.com/question/29762631/answer/45626961,没有人提到这个吗？个人以为这不能说是骗局，是今天的中国沿袭千年政治手腕和国际智慧的高度体现。所下的棋之大简直令人拍案叫绝。根本不是那些商业阴谋和骗局所能比拟的。航母辽宁号的诞生。众所周知当代中国为了强化自己的制海权，一直需要有航母的支撑。… 
历史上有哪些很厉害的骗局？,http://www.zhihu.com/question/29762631,12758,http://www.zhihu.com/question/29762631/answer/45624460,谢邀。很多。1、唐僖宗骚年当政，体察民情。十三岁那年，京畿闹了蝗灾，千里赤地，颗粒无收。僖宗对此深表关怀。京兆尹上奏：陛下圣明，蝗虫虽说是飞来了，可天子脚下难道也敢为非作歹吗？还有没有王法啦！都趴那里不敢动，宁肯饿死也不肯吃庄稼！唐僖宗：… 
为什么有人支持黑龙江延寿县高玉伦越狱？,http://www.zhihu.com/question/25306061,12578,http://www.zhihu.com/question/25306061/answer/30441204,替杀人犯造谣开脱是网络上最傻逼的事情背负命案、杀害狱警出逃的数日的嫌疑犯已经落网，不出意料的，网络上又有了这种声音：“他杀的是奸夫 然后入狱等死 结果狱警欺压，他杀狱警开始逃亡 拿老百姓东西然后给留下120元钱 多仗义！知道自己要死了 然后去亲家… 
怎么看永新校园暴力事件？,http://www.zhihu.com/question/31533059,12266,http://www.zhihu.com/question/31533059/answer/52799300,抱歉请不要转出知乎，尤其不要转上微博微信及其他社交平台 包括非死不可/推特 教育工作者可以拿去做案例讨论或者用以教育学生原谅我不想背负着『活体校园暴力受害者』的标签被人以或猎奇或怜悯的口吻讨论我太累了。―――――――――――――――――――… 
如何评价「庆安火车站疑似抢枪者被击毙」？,http://www.zhihu.com/question/30055018,12149,http://www.zhihu.com/question/30055018/answer/47583889,不匿名了，掉粉什么的我反正不在乎。利益相关：警察。我只说一个立场，在这件事上我支持警方击毙此人。疑似上访，无劳动能力，母亲在场，孩子在场，醉酒。这些都不能成为袭警的理由。无论一个人的社会地位多么劣势，只要他做出袭警举动，就应该承担被严厉对… 
如何评价朋友圈所流传的刘强东的薪酬计划？,http://www.zhihu.com/question/34439161,12087,http://www.zhihu.com/question/34439161/answer/58803347,我说实话，你们别打我。无论刘强东这26亿算是婚前财产还是婚后财产，这种做法都无可厚非，没啥可争议的，他这26亿是全给老婆，给一半，还是全烧了，对他生活影响不大。无论奶茶嫁不嫁刘强东，你看看人家出身，就知道小姑娘从小活到老都能衣食无忧，优雅体面… 
吸毒上瘾有多难戒？,http://www.zhihu.com/question/19915870,11155,http://www.zhihu.com/question/19915870/answer/17984671,可耻的匿了。我吸食冰毒三四年了。最近在戒毒。说戒断冰毒身体不会难受的简直是扯淡。刚开始的时候会头疼流鼻涕胸闷。非常难受。靠左匹克隆晚上才能睡那么几个小时。由于毒品，我的指甲像竹子一样，全是节和竖条纹，心率不齐，舌头和嘴里大块大块的溃疡，尤… 
为什么 2015 年初，上海有卫计委官员呼吁大家生二胎？,http://www.zhihu.com/question/27991444,11056,http://www.zhihu.com/question/27991444/answer/39080870,想象一个场景。2015年，差一天就到55岁生日的张大妈正在喜孜孜地打算明天退休了去哪儿跳广场舞，但她却突然晕倒在电视机前——原来延迟退休方案公布了，政府决定，所有人的退休年龄都在10年内延迟到65岁，男性每年延迟半岁，女性每年延迟一岁。2016年，张大… 
数学里的 e 为什么叫做自然底数？是不是自然界里什么东西恰好是 e？,http://www.zhihu.com/question/20296247,36474,http://www.zhihu.com/question/20296247/answer/29370489,好问题，让我尝试不用公式，用跨越7000年人类文明的方式，来解读e的自然之美，争取有中学基础的人就能看懂。e有时被称为自然常数（Natural constant），是一个约等于2.71828182845904523536……的无理数。以e为底的对数称为自然对数（Natural logarithm），… 
「55 度水杯」利用的是什么物理原理？,http://www.zhihu.com/question/26441584,26252,http://www.zhihu.com/question/26441584/answer/37205255,大量干货，大量图片，手机勿点。废话不多说，我已经申请退款了。我就是想搞个大新闻。欢迎随手转发。------------------------------------------------------------------------------------------------------------更新。不退货退款成功了。此外，所有官… 
既然昆虫有趋光性，为什么昆虫不齐刷刷地奔向太阳？,http://www.zhihu.com/question/21260723,25181,http://www.zhihu.com/question/21260723/answer/29561931,我们对昆虫的趋光性有的时候是误读！特别是飞蛾扑火，我们以为是昆虫喜欢追逐光明，其实这是数千年的误解。黑夜里，飞蛾不能看清四周的情况，在找不到合适参照物的情况下，如何不走冤枉路，多快好省的飞行呢？其实亿万年来，夜晚活动的蛾子等昆虫都是靠月光… 
为什么上班都是坐着，还会感觉疲惫不堪？,http://www.zhihu.com/question/27708607,23290,http://www.zhihu.com/question/27708607/answer/41522618,不要继续骗你自己了。你觉得上班疲惫不堪但又说不出个所以然，根本原因在于：你其实心里很清楚你每天做的事情毫无意义。回答里面大家给的那些七七八八的理由，什么坐姿啊乳酸啊颈椎啊血液循环啊只是表象，也许有点关系，但未必是主要原因，更像是逆向合理化… 
一个人太孤单，养点什么比较合适？,http://www.zhihu.com/question/31081639,21865,http://www.zhihu.com/question/31081639/answer/54210920,我对你的爱已饱和许久，随时间慢慢析出碎晶。当结成花时，你能否记起我。～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～本 文 禁 止 转 载。楼上的答主们都在推荐植物啊，动物啊神马的。感觉有些千篇一律呢于是… 
有哪些长得比较逆天的动物？,http://www.zhihu.com/question/26004941,21705,http://www.zhihu.com/question/26004941/answer/41558215,传播正能量，坚决只入搞笑或卖萌奇葩 (全程图片，流量党慎点)1. 更格卢鼠 (Kangaroo Rat) ......请忽略这蛋疼的音译，但这确实是学名...之一...虽然人家和袋鼠一样跳着走，但是真的不是小老鼠被大袋鼠强行啪啪啪后生下来的呢！真的真的没有血缘关系！虽然我… 
如何评价雾霾调查《穹顶之下》？,http://www.zhihu.com/question/28422616,19848,http://www.zhihu.com/question/28422616/answer/40821180,干了这份工作，出来说几句。说跟那些励志从事环保工作的少年和不了解我们这块工作的朋友们，我很不负责任的告诉你们，下面我说的都是我瞎编的，大家看着玩，不许分享。（我所述说的所有答案及评论，未经我的许可，请勿以任何形式转发、分享，请大家留给我们… 
那些把宠物阉割的人是真正爱宠物吗？,http://www.zhihu.com/question/20119817,18843,http://www.zhihu.com/question/20119817/answer/33578489,我养了阿咪老师，我妈非常生气。她说你怎么又养一只土猫？养猫要养那种加菲猫，大脸像被屁股坐过，表情像被坏人揍过，怎么看怎么有一种贵族气息。我说我现在天天给阿咪老师揍，我觉得我有一种贵族气息。两年前我在加国大农村念书，杂合小野猫阿咪来我家的时… 
认为「只有我完美了，别人才会喜欢我」的想法有什么错误，该怎么解决？,http://www.zhihu.com/question/31280604,18420,http://www.zhihu.com/question/31280604/answer/51835324,我总觉得这跟我们小时候被深深植入的考试评价模式有关，堪称一场全民级的 inception。在很小的时候我们就知道，考90分的人是要被99分鄙视的；79分的卷子拿回家是脸色不会好的。这种处处为难自己的路数，我不能说它没有意义，但说有副作用应该没有人会否认。… 
人濒临死亡时是怎么样的一种感受？,http://www.zhihu.com/question/24841423,16805,http://www.zhihu.com/question/24841423/answer/29168201,个人全真实经历，时间紧可以只看加粗。仅仅三天时间，点赞人数就已经破三千了。在此感谢所有于评论区或是阅读时对答主表示的祝福、心疼以及责怪，非常感谢你们。更有知友预言答主必是大任降身，在此惶恐表示答主一定努力争取不负上天和医生赐予的生命以及各… 
一沾酒就脸红的人能锻炼出酒量吗？,http://www.zhihu.com/question/20608227,16546,http://www.zhihu.com/question/20608227/answer/29856008,先把结论放上来，就一句话：喝酒容易脸红是基因缺陷引起的，练酒量无法弥补基因缺陷。以下具体说说这个问题。1. 虽然有很多人说过了，但还是先说一下酒精在体内的代谢过程。酒精，也就是乙醇，主要是在肝脏代谢，第一步是乙醇被代谢成乙醛，第二步是乙醛被… 
如何用通俗的语言来解释「费米悖论」？,http://www.zhihu.com/question/21064565,15530,http://www.zhihu.com/question/21064565/answer/35551492,原文地址：The Fermi Paradox我在翻译时候有改动和少量删减。自2015年2月24日起转载请务必私信咨询，否则视为未授权转载 知乎 @谢熊猫君=============================任何一个人，在一个晴朗无月的晚上，在一个适合观星的地方，抬头望见满天星星，总是会心… 
鲸既然是哺乳动物用肺呼吸，放在岸上为什么会死？,http://www.zhihu.com/question/27082663,15198,http://www.zhihu.comhttp://www.zhihu.com/question/27158759/answer/35478735,关于为啥鲸会搁浅，传送门鲸为什么会搁浅？ - 王燚纬的回答12/18再次更新昨天有小伙伴问我800赞的感觉怎么样，我回像中彩票一样。今天看见都4K+了，忍不住仰天长啸，哦哈哈哈哈~看到有好多盆友在评论里问了些问题，我索性在做些统一解答好了！今天更改了下… 
为什么要给马钉马掌？,http://www.zhihu.com/question/26992286,15140,http://www.zhihu.com/question/26992286/answer/41322427,我们常见到马蹄是这样的：翻过来看是这样的：注意外围深色的那一层是很厚的硬角质层，相当于人类的指甲，里面没有任何神经和血管。自然情况下，马是一种乐于奔跑的动物，在脚掌与地面的摩擦过程中指甲会被磨损。但是指甲也会不断生长，因此维持一种自然的平… 
羊驼的口感是怎样的？,http://www.zhihu.com/question/22353852,14680,http://www.zhihu.com/question/22353852/answer/40836123,作为在南美荒郊野岭的矿山里生活了三年的西语人，没事收工了就和工友们去外面撸个羊驼串呀，就像和吃羊肉串一样一样的。细腻爽滑，酥香可口的草泥马肉，就是我们日常生活的最爱呀。当然是可以吃的~~还很美味呢~~~~========================================… 
